Name,Time,Cumulative PnL
TestPybindStrategy,2021-Nov-05 13:30:15.275122,-844.653727
TestPybindStrategy,2021-Nov-05 13:31:15.505096,-1526.191697
TestPybindStrategy,2021-Nov-05 13:32:16.380840,-1533.710644
TestPybindStrategy,2021-Nov-05 13:33:16.555779,-1592.951721
TestPybindStrategy,2021-Nov-05 13:34:16.760753,-1604.901515
TestPybindStrategy,2021-Nov-05 13:35:16.949928,-1610.235272
TestPybindStrategy,2021-Nov-05 13:36:17.108972,-1617.457698
TestPybindStrategy,2021-Nov-05 13:37:17.412812,-1624.985894
TestPybindStrategy,2021-Nov-05 13:38:17.949308,-1642.849904
TestPybindStrategy,2021-Nov-05 13:39:19.252051,-1649.045593
TestPybindStrategy,2021-Nov-05 13:40:19.548355,-1655.185380
TestPybindStrategy,2021-Nov-05 13:41:19.948700,-1664.644548
TestPybindStrategy,2021-Nov-05 13:42:20.699435,-1668.004343
TestPybindStrategy,2021-Nov-05 13:43:20.799173,-1717.155271
TestPybindStrategy,2021-Nov-05 13:44:21.194373,-1758.103416
TestPybindStrategy,2021-Nov-05 13:45:21.734489,-1759.840708
TestPybindStrategy,2021-Nov-05 13:46:23.828178,-1842.564427
TestPybindStrategy,2021-Nov-05 13:47:24.034363,-1887.323384
TestPybindStrategy,2021-Nov-05 13:48:24.158990,-2046.235204
TestPybindStrategy,2021-Nov-05 13:49:24.367219,-2258.342265
TestPybindStrategy,2021-Nov-05 13:50:24.761820,-2309.552300
TestPybindStrategy,2021-Nov-05 13:51:25.387695,-2345.373644
TestPybindStrategy,2021-Nov-05 13:52:25.967937,-2443.325033
TestPybindStrategy,2021-Nov-05 13:53:26.802658,-2670.295479
TestPybindStrategy,2021-Nov-05 13:54:27.430512,-2677.006267
TestPybindStrategy,2021-Nov-05 13:55:28.449946,-2685.216867
TestPybindStrategy,2021-Nov-05 13:56:29.139512,-2749.496370
TestPybindStrategy,2021-Nov-05 13:57:30.187075,-2768.291015
TestPybindStrategy,2021-Nov-05 13:58:30.992692,-2897.871261
TestPybindStrategy,2021-Nov-05 13:59:31.066138,-3123.320035
TestPybindStrategy,2021-Nov-05 14:00:31.910899,-3240.452899
TestPybindStrategy,2021-Nov-05 14:01:32.312270,-3313.932384
TestPybindStrategy,2021-Nov-05 14:02:33.000890,-3363.557678
TestPybindStrategy,2021-Nov-05 14:03:33.780948,-3400.807240
TestPybindStrategy,2021-Nov-05 14:04:34.476076,-3454.170576
TestPybindStrategy,2021-Nov-05 14:05:35.388172,-3488.991727
TestPybindStrategy,2021-Nov-05 14:06:36.350774,-3525.136062
TestPybindStrategy,2021-Nov-05 14:07:37.121986,-3557.864661
TestPybindStrategy,2021-Nov-05 14:08:38.011224,-3583.108383
TestPybindStrategy,2021-Nov-05 14:09:39.766275,-3588.159644
TestPybindStrategy,2021-Nov-05 14:10:40.323635,-3589.407068
TestPybindStrategy,2021-Nov-05 14:11:41.147055,-3611.066498
TestPybindStrategy,2021-Nov-05 14:12:41.738199,-3640.171864
TestPybindStrategy,2021-Nov-05 14:13:42.722918,-3655.461416
TestPybindStrategy,2021-Nov-05 14:14:44.191938,-3680.339029
TestPybindStrategy,2021-Nov-05 14:15:45.325634,-3736.102573
TestPybindStrategy,2021-Nov-05 14:16:45.801948,-3758.704298
TestPybindStrategy,2021-Nov-05 14:17:48.739374,-3770.436064
TestPybindStrategy,2021-Nov-05 14:18:50.061480,-3773.599546
TestPybindStrategy,2021-Nov-05 14:19:51.603975,-3801.393405
TestPybindStrategy,2021-Nov-05 14:20:53.771335,-3802.540288
TestPybindStrategy,2021-Nov-05 14:21:56.285530,-3826.313971
TestPybindStrategy,2021-Nov-05 14:22:58.473332,-3825.987707
TestPybindStrategy,2021-Nov-05 14:24:00.669395,-3834.304765
TestPybindStrategy,2021-Nov-05 14:25:01.626592,-3840.513690
TestPybindStrategy,2021-Nov-05 14:26:02.545110,-3856.908870
TestPybindStrategy,2021-Nov-05 14:27:02.787075,-3887.656276
TestPybindStrategy,2021-Nov-05 14:28:02.973615,-3928.643418
TestPybindStrategy,2021-Nov-05 14:29:03.270156,-3980.395623
TestPybindStrategy,2021-Nov-05 14:30:04.203738,-4005.004283
TestPybindStrategy,2021-Nov-05 14:31:05.273470,-4033.805611
TestPybindStrategy,2021-Nov-05 14:32:06.484538,-4046.052880
TestPybindStrategy,2021-Nov-05 14:33:08.212300,-4104.519490
TestPybindStrategy,2021-Nov-05 14:34:08.833662,-4126.982319
TestPybindStrategy,2021-Nov-05 14:35:09.478166,-4175.862689
TestPybindStrategy,2021-Nov-05 14:36:10.093939,-4239.317542
TestPybindStrategy,2021-Nov-05 14:37:11.112722,-4271.876752
TestPybindStrategy,2021-Nov-05 14:38:12.521434,-4283.553262
TestPybindStrategy,2021-Nov-05 14:39:16.646181,-4345.878309
TestPybindStrategy,2021-Nov-05 14:40:17.670792,-4344.595516
TestPybindStrategy,2021-Nov-05 14:41:18.210180,-4351.933780
TestPybindStrategy,2021-Nov-05 14:42:19.528742,-4358.770868
TestPybindStrategy,2021-Nov-05 14:43:20.545829,-4369.471993
TestPybindStrategy,2021-Nov-05 14:44:22.850544,-4374.920476
TestPybindStrategy,2021-Nov-05 14:45:24.427045,-4386.441722
TestPybindStrategy,2021-Nov-05 14:46:25.776940,-4386.247973
TestPybindStrategy,2021-Nov-05 14:47:29.923817,-4388.542754
TestPybindStrategy,2021-Nov-05 14:48:31.068517,-4414.462362
TestPybindStrategy,2021-Nov-05 14:49:32.509612,-4422.582677
TestPybindStrategy,2021-Nov-05 14:50:32.932424,-4429.186357
TestPybindStrategy,2021-Nov-05 14:51:33.379920,-4448.823846
TestPybindStrategy,2021-Nov-05 14:52:34.034100,-4463.574551
TestPybindStrategy,2021-Nov-05 14:53:36.700805,-4468.569370
TestPybindStrategy,2021-Nov-05 14:54:37.530571,-4472.314253
TestPybindStrategy,2021-Nov-05 14:55:38.359290,-4476.792313
TestPybindStrategy,2021-Nov-05 14:56:39.105890,-4489.350553
TestPybindStrategy,2021-Nov-05 14:57:39.770865,-4492.093923
TestPybindStrategy,2021-Nov-05 14:58:40.487586,-4496.326798
TestPybindStrategy,2021-Nov-05 14:59:42.694385,-4500.015823
TestPybindStrategy,2021-Nov-05 15:00:43.424337,-4518.435670
TestPybindStrategy,2021-Nov-05 15:01:46.300430,-4564.070575
TestPybindStrategy,2021-Nov-05 15:02:47.143290,-4581.009905
TestPybindStrategy,2021-Nov-05 15:03:48.289804,-4598.806790
TestPybindStrategy,2021-Nov-05 15:04:49.482994,-4619.726978
TestPybindStrategy,2021-Nov-05 15:05:49.824046,-4623.858051
TestPybindStrategy,2021-Nov-05 15:06:50.788199,-4660.141409
TestPybindStrategy,2021-Nov-05 15:07:55.661282,-4663.682010
TestPybindStrategy,2021-Nov-05 15:09:00.359057,-4669.127401
TestPybindStrategy,2021-Nov-05 15:10:01.427832,-4674.147283
TestPybindStrategy,2021-Nov-05 15:11:07.198966,-4691.348477
TestPybindStrategy,2021-Nov-05 15:12:09.615362,-4716.485530
TestPybindStrategy,2021-Nov-05 15:13:14.298307,-4807.207662
TestPybindStrategy,2021-Nov-05 15:14:18.114875,-4843.778516
TestPybindStrategy,2021-Nov-05 15:15:21.620368,-4858.755838
TestPybindStrategy,2021-Nov-05 15:16:22.111630,-4874.415126
TestPybindStrategy,2021-Nov-05 15:17:22.934096,-4918.424416
TestPybindStrategy,2021-Nov-05 15:18:28.091133,-4972.565361
TestPybindStrategy,2021-Nov-05 15:19:29.972603,-5032.042400
TestPybindStrategy,2021-Nov-05 15:20:30.445954,-5060.621266
TestPybindStrategy,2021-Nov-05 15:21:31.800756,-5090.706841
TestPybindStrategy,2021-Nov-05 15:22:33.228807,-5105.748407
TestPybindStrategy,2021-Nov-05 15:23:34.329492,-5126.147562
TestPybindStrategy,2021-Nov-05 15:24:35.757414,-5180.060082
TestPybindStrategy,2021-Nov-05 15:25:38.883676,-5213.725757
TestPybindStrategy,2021-Nov-05 15:26:39.695179,-5226.854982
TestPybindStrategy,2021-Nov-05 15:27:44.043241,-5228.337507
TestPybindStrategy,2021-Nov-05 15:28:46.714435,-5247.192041
TestPybindStrategy,2021-Nov-05 15:29:47.087266,-5268.285565
TestPybindStrategy,2021-Nov-05 15:30:49.448858,-5302.134864
TestPybindStrategy,2021-Nov-05 15:31:51.608945,-5337.598287
TestPybindStrategy,2021-Nov-05 15:32:53.736866,-5354.045897
TestPybindStrategy,2021-Nov-05 15:33:54.144881,-5373.057184
TestPybindStrategy,2021-Nov-05 15:34:56.076691,-5375.218685
TestPybindStrategy,2021-Nov-05 15:35:56.541605,-5376.062128
TestPybindStrategy,2021-Nov-05 15:36:58.020870,-5411.005548
TestPybindStrategy,2021-Nov-05 15:38:01.839200,-5430.672275
TestPybindStrategy,2021-Nov-05 15:39:06.501184,-5431.766909
TestPybindStrategy,2021-Nov-05 15:40:12.725232,-5435.558712
TestPybindStrategy,2021-Nov-05 15:41:14.203314,-5437.969355
TestPybindStrategy,2021-Nov-05 15:42:18.428728,-5439.866981
TestPybindStrategy,2021-Nov-05 15:43:22.787544,-5444.520440
TestPybindStrategy,2021-Nov-05 15:44:25.065225,-5448.545368
TestPybindStrategy,2021-Nov-05 15:45:25.881358,-5459.211948
TestPybindStrategy,2021-Nov-05 15:46:27.231819,-5464.636784
TestPybindStrategy,2021-Nov-05 15:47:30.543706,-5469.342205
TestPybindStrategy,2021-Nov-05 15:48:31.112577,-5486.152343
TestPybindStrategy,2021-Nov-05 15:49:32.354631,-5488.239368
TestPybindStrategy,2021-Nov-05 15:50:34.530959,-5506.580713
TestPybindStrategy,2021-Nov-05 15:51:37.322479,-5547.735268
TestPybindStrategy,2021-Nov-05 15:52:41.318920,-5566.616531
TestPybindStrategy,2021-Nov-05 15:53:44.743621,-5586.763383
TestPybindStrategy,2021-Nov-05 15:54:45.934437,-5602.926803
TestPybindStrategy,2021-Nov-05 15:55:46.313062,-5639.313622
TestPybindStrategy,2021-Nov-05 15:56:47.541970,-5658.096991
TestPybindStrategy,2021-Nov-05 15:57:48.164253,-5692.860373
TestPybindStrategy,2021-Nov-05 15:58:50.366882,-5711.265759
TestPybindStrategy,2021-Nov-05 15:59:52.091027,-5731.656203
TestPybindStrategy,2021-Nov-05 16:00:54.288705,-5747.389016
TestPybindStrategy,2021-Nov-05 16:01:57.036217,-5782.954468
TestPybindStrategy,2021-Nov-05 16:03:00.037869,-5851.541113
TestPybindStrategy,2021-Nov-05 16:04:00.342888,-5852.232384
TestPybindStrategy,2021-Nov-05 16:05:01.464211,-5872.537263
TestPybindStrategy,2021-Nov-05 16:06:04.394322,-5892.234173
TestPybindStrategy,2021-Nov-05 16:07:05.892218,-5893.937425
TestPybindStrategy,2021-Nov-05 16:08:11.022331,-5947.286305
TestPybindStrategy,2021-Nov-05 16:09:12.342318,-6020.364337
TestPybindStrategy,2021-Nov-05 16:10:14.417508,-6026.434917
TestPybindStrategy,2021-Nov-05 16:11:15.304068,-6030.185606
TestPybindStrategy,2021-Nov-05 16:12:16.313661,-6033.661012
TestPybindStrategy,2021-Nov-05 16:13:17.908913,-6071.164250
TestPybindStrategy,2021-Nov-05 16:14:20.119845,-6086.255523
TestPybindStrategy,2021-Nov-05 16:15:21.766910,-6106.326710
TestPybindStrategy,2021-Nov-05 16:16:25.075532,-6141.612907
TestPybindStrategy,2021-Nov-05 16:17:26.406682,-6207.907782
TestPybindStrategy,2021-Nov-05 16:18:28.262737,-6228.175044
TestPybindStrategy,2021-Nov-05 16:19:30.916109,-6244.897876
TestPybindStrategy,2021-Nov-05 16:20:32.816084,-6248.930872
TestPybindStrategy,2021-Nov-05 16:21:35.976978,-6286.583638
TestPybindStrategy,2021-Nov-05 16:22:43.495012,-6373.497411
TestPybindStrategy,2021-Nov-05 16:23:52.839514,-6392.911868
TestPybindStrategy,2021-Nov-05 16:24:54.914383,-6394.904384
TestPybindStrategy,2021-Nov-05 16:25:58.830280,-6396.616998
TestPybindStrategy,2021-Nov-05 16:27:00.020740,-6415.905103
TestPybindStrategy,2021-Nov-05 16:28:01.018484,-6453.807354
TestPybindStrategy,2021-Nov-05 16:29:07.624538,-6507.189963
TestPybindStrategy,2021-Nov-05 16:30:09.758616,-6510.310202
TestPybindStrategy,2021-Nov-05 16:31:15.823867,-6611.190492
TestPybindStrategy,2021-Nov-05 16:32:17.396935,-6629.517157
TestPybindStrategy,2021-Nov-05 16:33:21.115720,-6633.028674
TestPybindStrategy,2021-Nov-05 16:34:24.082689,-6684.603303
TestPybindStrategy,2021-Nov-05 16:35:26.060888,-6720.641522
TestPybindStrategy,2021-Nov-05 16:36:27.699564,-6758.963311
TestPybindStrategy,2021-Nov-05 16:37:29.464848,-6778.644408
TestPybindStrategy,2021-Nov-05 16:38:30.556451,-6803.839676
TestPybindStrategy,2021-Nov-05 16:39:35.933603,-6879.765025
TestPybindStrategy,2021-Nov-05 16:40:38.041383,-6889.677176
TestPybindStrategy,2021-Nov-05 16:41:40.549878,-6900.723547
TestPybindStrategy,2021-Nov-05 16:42:47.538959,-6899.131203
TestPybindStrategy,2021-Nov-05 16:43:52.943867,-6917.019684
TestPybindStrategy,2021-Nov-05 16:44:56.493006,-6922.384071
TestPybindStrategy,2021-Nov-05 16:46:00.681155,-6928.070124
TestPybindStrategy,2021-Nov-05 16:47:07.131016,-6932.258735
TestPybindStrategy,2021-Nov-05 16:48:10.104886,-6934.231896
TestPybindStrategy,2021-Nov-05 16:49:11.932524,-6957.839454
TestPybindStrategy,2021-Nov-05 16:50:13.674226,-6980.782396
TestPybindStrategy,2021-Nov-05 16:51:17.318763,-7001.578776
TestPybindStrategy,2021-Nov-05 16:52:21.020397,-7025.394093
TestPybindStrategy,2021-Nov-05 16:53:26.099036,-7072.821081
TestPybindStrategy,2021-Nov-05 16:54:27.281355,-7096.468507
TestPybindStrategy,2021-Nov-05 16:55:28.752432,-7102.928534
TestPybindStrategy,2021-Nov-05 16:56:30.519712,-7117.232892
TestPybindStrategy,2021-Nov-05 16:57:31.845505,-7129.679430
TestPybindStrategy,2021-Nov-05 16:58:32.423684,-7139.611320
TestPybindStrategy,2021-Nov-05 16:59:33.091860,-7145.800128
TestPybindStrategy,2021-Nov-05 17:00:35.541886,-7159.495754
TestPybindStrategy,2021-Nov-05 17:01:36.362102,-7177.365810
TestPybindStrategy,2021-Nov-05 17:02:37.468990,-7192.810882
TestPybindStrategy,2021-Nov-05 17:03:39.232410,-7198.738431
TestPybindStrategy,2021-Nov-05 17:04:40.471652,-7205.107488
TestPybindStrategy,2021-Nov-05 17:05:43.449876,-7208.816199
TestPybindStrategy,2021-Nov-05 17:06:45.763011,-7211.285300
TestPybindStrategy,2021-Nov-05 17:07:46.784417,-7218.972372
TestPybindStrategy,2021-Nov-05 17:08:48.009067,-7220.657642
TestPybindStrategy,2021-Nov-05 17:09:50.963971,-7229.240350
TestPybindStrategy,2021-Nov-05 17:10:52.187710,-7231.064198
TestPybindStrategy,2021-Nov-05 17:11:52.335172,-7267.891305
TestPybindStrategy,2021-Nov-05 17:12:53.013124,-7275.152437
TestPybindStrategy,2021-Nov-05 17:13:54.567514,-7278.205820
TestPybindStrategy,2021-Nov-05 17:14:56.033604,-7304.310673
TestPybindStrategy,2021-Nov-05 17:15:57.059222,-7312.860949
TestPybindStrategy,2021-Nov-05 17:16:57.359791,-7321.880268
TestPybindStrategy,2021-Nov-05 17:17:57.681917,-7336.637822
TestPybindStrategy,2021-Nov-05 17:18:58.366982,-7360.326351
TestPybindStrategy,2021-Nov-05 17:19:59.392640,-7377.606855
TestPybindStrategy,2021-Nov-05 17:21:00.250491,-7393.515252
TestPybindStrategy,2021-Nov-05 17:22:00.986792,-7415.757205
TestPybindStrategy,2021-Nov-05 17:23:01.752627,-7415.272651
TestPybindStrategy,2021-Nov-05 17:24:02.571958,-7435.073182
TestPybindStrategy,2021-Nov-05 17:25:05.065576,-7435.991976
TestPybindStrategy,2021-Nov-05 17:26:05.986381,-7439.658330
TestPybindStrategy,2021-Nov-05 17:27:06.326779,-7442.116699
TestPybindStrategy,2021-Nov-05 17:28:08.590885,-7447.079371
TestPybindStrategy,2021-Nov-05 17:29:09.214375,-7460.686970
TestPybindStrategy,2021-Nov-05 17:30:10.610027,-7466.792334
TestPybindStrategy,2021-Nov-06 04:00:00,-7469.412839
